# 1
#  2.00000000000000e+00  1.00000000000000e-01        120  0

  2.05000000000000e+00   0.00000000000000e+00
  2.15000000000000e+00   0.00000000000000e+00
  2.25000000000000e+00   0.00000000000000e+00
  2.35000000000000e+00   1.22900000000000e+04
  2.45000000000000e+00   6.11479000000000e+05
  2.55000000000000e+00   2.75577500000000e+06
  2.65000000000000e+00   3.15762000000000e+06
  2.75000000000000e+00   1.74484500000000e+06
  2.85000000000000e+00   7.07116000000000e+05
  2.95000000000000e+00   2.69018000000000e+05
  3.05000000000000e+00   1.09767000000000e+05
  3.15000000000000e+00   5.29900000000000e+04
  3.25000000000000e+00   3.08220000000000e+04
  3.35000000000000e+00   2.09020000000000e+04
  3.45000000000000e+00   1.90880000000000e+04
  3.55000000000000e+00   1.90620000000000e+04
  3.65000000000000e+00   2.47820000000000e+04
  3.75000000000000e+00   3.82050000000000e+04
  3.85000000000000e+00   6.90350000000000e+04
  3.95000000000000e+00   1.20875000000000e+05
  4.05000000000000e+00   2.19240000000000e+05
  4.15000000000000e+00   3.82873000000000e+05
  4.25000000000000e+00   6.23887000000000e+05
  4.35000000000000e+00   9.32191000000000e+05
  4.45000000000000e+00   1.27115400000000e+06
  4.55000000000000e+00   1.55163200000000e+06
  4.65000000000000e+00   1.76184500000000e+06
  4.75000000000000e+00   1.93555300000000e+06
  4.85000000000000e+00   2.13149100000000e+06
  4.95000000000000e+00   2.37106500000000e+06
  5.05000000000000e+00   2.54078800000000e+06
  5.15000000000000e+00   2.60708400000000e+06
  5.25000000000000e+00   2.48510900000000e+06
  5.35000000000000e+00   2.20454100000000e+06
  5.45000000000000e+00   1.86462800000000e+06
  5.55000000000000e+00   1.54541800000000e+06
  5.65000000000000e+00   1.31210200000000e+06
  5.75000000000000e+00   1.17072500000000e+06
  5.85000000000000e+00   1.11238000000000e+06
  5.95000000000000e+00   1.12732900000000e+06
  6.05000000000000e+00   1.18951600000000e+06
  6.15000000000000e+00   1.28212500000000e+06
  6.25000000000000e+00   1.39274000000000e+06
  6.35000000000000e+00   1.52246500000000e+06
  6.45000000000000e+00   1.67180500000000e+06
  6.55000000000000e+00   1.82337800000000e+06
  6.65000000000000e+00   1.97083400000000e+06
  6.75000000000000e+00   2.09808500000000e+06
  6.85000000000000e+00   2.22535200000000e+06
  6.95000000000000e+00   2.35507500000000e+06
  7.05000000000000e+00   2.46191600000000e+06
  7.15000000000000e+00   2.55004500000000e+06
  7.25000000000000e+00   2.61159700000000e+06
  7.35000000000000e+00   2.65906400000000e+06
  7.45000000000000e+00   2.67761400000000e+06
  7.55000000000000e+00   2.68707700000000e+06
  7.65000000000000e+00   2.67138800000000e+06
  7.75000000000000e+00   2.65235400000000e+06
  7.85000000000000e+00   2.62400400000000e+06
  7.95000000000000e+00   2.59761400000000e+06
  8.05000000000000e+00   2.58693500000000e+06
  8.15000000000000e+00   2.57300400000000e+06
  8.25000000000000e+00   2.59947600000000e+06
  8.35000000000000e+00   2.64461300000000e+06
  8.45000000000000e+00   2.68627300000000e+06
  8.55000000000000e+00   2.74899200000000e+06
  8.65000000000000e+00   2.80945700000000e+06
  8.75000000000000e+00   2.88266900000000e+06
  8.85000000000000e+00   2.96052800000000e+06
  8.95000000000000e+00   3.04524700000000e+06
  9.05000000000000e+00   3.12856000000000e+06
  9.15000000000000e+00   3.20629900000000e+06
  9.25000000000000e+00   3.27700900000000e+06
  9.35000000000000e+00   3.34991400000000e+06
  9.45000000000000e+00   3.43208700000000e+06
  9.55000000000000e+00   3.48024900000000e+06
  9.65000000000000e+00   3.55652300000000e+06
  9.75000000000000e+00   3.60821200000000e+06
  9.85000000000000e+00   3.64780600000000e+06
  9.95000000000000e+00   3.69833500000000e+06
  1.00500000000000e+01   3.74243500000000e+06
  1.01500000000000e+01   3.77595300000000e+06
  1.02500000000000e+01   3.83007400000000e+06
  1.03500000000000e+01   3.87769400000000e+06
  1.04500000000000e+01   3.93348700000000e+06
  1.05500000000000e+01   3.97877400000000e+06
  1.06500000000000e+01   4.01319500000000e+06
  1.07500000000000e+01   4.08143400000000e+06
  1.08500000000000e+01   4.15655200000000e+06
  1.09500000000000e+01   4.22088200000000e+06
  1.10500000000000e+01   4.29024500000000e+06
  1.11500000000000e+01   4.35283000000000e+06
  1.12500000000000e+01   4.43658500000000e+06
  1.13500000000000e+01   4.50637000000000e+06
  1.14500000000000e+01   4.56642400000000e+06
  1.15500000000000e+01   4.63548700000000e+06
  1.16500000000000e+01   4.69347200000000e+06
  1.17500000000000e+01   4.77069000000000e+06
  1.18500000000000e+01   4.84694100000000e+06
  1.19500000000000e+01   4.91854400000000e+06
  1.20500000000000e+01   4.97552200000000e+06
  1.21500000000000e+01   5.05254100000000e+06
  1.22500000000000e+01   5.14082000000000e+06
  1.23500000000000e+01   5.20374200000000e+06
  1.24500000000000e+01   5.29818100000000e+06
  1.25500000000000e+01   5.38702200000000e+06
  1.26500000000000e+01   5.46224800000000e+06
  1.27500000000000e+01   5.53006300000000e+06
  1.28500000000000e+01   5.59802800000000e+06
  1.29500000000000e+01   5.67663300000000e+06
  1.30500000000000e+01   5.74022700000000e+06
  1.31500000000000e+01   5.82947400000000e+06
  1.32500000000000e+01   5.89974900000000e+06
  1.33500000000000e+01   5.97414700000000e+06
  1.34500000000000e+01   6.04856000000000e+06
  1.35500000000000e+01   6.11434300000000e+06
  1.36500000000000e+01   6.19783400000000e+06
  1.37500000000000e+01   6.27798000000000e+06
  1.38500000000000e+01   6.38041900000000e+06
  1.39500000000000e+01   6.46612400000000e+06
